scorer,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000,DLC_resnet50_CheetahOct14shuffle1_1030000
bodyparts,r_eye,r_eye,r_eye,l_eye,l_eye,l_eye,r_shoulder,r_shoulder,r_shoulder,r_front_knee,r_front_knee,r_front_knee,r_front_ankle,r_front_ankle,r_front_ankle,r_front_paw,r_front_paw,r_front_paw,spine,spine,spine,r_hip,r_hip,r_hip,r_back_knee,r_back_knee,r_back_knee,r_back_ankle,r_back_ankle,r_back_ankle,r_back_paw,r_back_paw,r_back_paw,tail1,tail1,tail1,tail2,tail2,tail2,l_shoulder,l_shoulder,l_shoulder,l_front_knee,l_front_knee,l_front_knee,l_front_ankle,l_front_ankle,l_front_ankle,l_front_paw,l_front_paw,l_front_paw,l_hip,l_hip,l_hip,l_back_knee,l_back_knee,l_back_knee,l_back_ankle,l_back_ankle,l_back_ankle,l_back_paw,l_back_paw,l_back_paw,lure,lure,lure,tail_base,tail_base,tail_base,nose,nose,nose,neck_base,neck_base,neck_base
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,2324.08935546875,827.943603515625,0.010118603706359863,2348.031005859375,1515.9305419921875,0.0013169050216674805,1979.9935302734375,1500.0245361328125,0.0035423338413238525,2172.012451171875,884.0775146484375,0.028061330318450928,2172.017333984375,883.9994506835938,0.058974623680114746,75.99500274658203,1468.005615234375,0.16550102829933167,540.01171875,1491.84765625,0.040848225355148315,524.0208740234375,1508.017822265625,0.019266098737716675,524.0184936523438,1507.930419921875,0.059053272008895874,668.1085205078125,1436.118408203125,0.4210323095321655,683.9899291992188,1515.9906005859375,0.23655065894126892,684.0391845703125,1396.02392578125,0.2681809663772583,363.6886291503906,1420.2755126953125,0.88347989320755,2347.9619140625,1516.0814208984375,0.0038604140281677246,2172.00537109375,883.9971313476562,0.013407528400421143,2156.004150390625,875.9811401367188,0.07633337378501892,347.9966125488281,1516.017578125,0.11597231030464172,2332.001220703125,1508.0010986328125,0.05959925055503845,476.0020751953125,1515.9517822265625,0.010413587093353271,628.0125732421875,1452.0469970703125,0.17000368237495422,556.01220703125,1516.00244140625,0.18649280071258545,2483.993896484375,900.00537109375,0.022182226181030273,659.9043579101562,1428.0328369140625,0.09557074308395386,2331.995849609375,828.0924072265625,0.027808398008346558,523.9774780273438,1452.036376953125,0.004417240619659424
1,2324.06396484375,827.9343872070312,0.012108683586120605,2347.9990234375,1515.9058837890625,0.0014043450355529785,1979.9949951171875,1500.0263671875,0.002226799726486206,2172.01025390625,884.0778198242188,0.02177870273590088,2172.007568359375,876.022705078125,0.06536689400672913,91.9926528930664,1483.9200439453125,0.21081668138504028,540.01123046875,1491.821044921875,0.013494104146957397,668.0467529296875,1436.044677734375,0.01642546057701111,524.0130004882812,1515.992431640625,0.02546316385269165,668.0814819335938,1436.094970703125,0.3060499429702759,676.3081665039062,1516.31982421875,0.24852266907691956,684.0350341796875,1396.022216796875,0.41861623525619507,363.6836242675781,1420.265380859375,0.8840144872665405,2347.946044921875,1516.056884765625,0.006046026945114136,2172.004638671875,884.0027465820312,0.009181827306747437,2172.013671875,883.9893798828125,0.05764564871788025,347.9976806640625,1516.0159912109375,0.0881730318069458,2332.003173828125,1508.010498046875,0.07642239332199097,435.924560546875,1515.936767578125,0.00998377799987793,628.0098876953125,1452.04931640625,0.16403871774673462,556.0076904296875,1515.999755859375,0.15342527627944946,2460.0087890625,900.0277099609375,0.36677485704421997,659.9043579101562,1428.0316162109375,0.13493692874908447,2332.000244140625,828.06884765625,0.02729576826095581,523.9743041992188,1452.0294189453125,0.002865612506866455
2,2324.101806640625,827.9314575195312,0.020996928215026855,2332.055419921875,827.982666015625,0.0013330578804016113,1979.9949951171875,1500.02490234375,0.0031273365020751953,2172.00634765625,884.0615234375,0.01522943377494812,2172.016845703125,883.9852905273438,0.04337814450263977,91.99046325683594,1483.9244384765625,0.19205191731452942,555.9981689453125,1491.9617919921875,0.011274963617324829,668.0472412109375,1436.0496826171875,0.010517239570617676,532.0176391601562,1516.0052490234375,0.02452746033668518,668.0885620117188,1436.095947265625,0.3827814757823944,684.0348510742188,1516.0052490234375,0.1784144639968872,684.0377197265625,1396.0205078125,0.3648959696292877,363.7502136230469,1420.2357177734375,0.8978861570358276,2347.91015625,1516.1419677734375,0.004095703363418579,2172.000244140625,883.9987182617188,0.010458946228027344,2172.00927734375,883.99267578125,0.07461056113243103,347.9956970214844,1516.0137939453125,0.09905797243118286,2332.00390625,1507.998779296875,0.06319758296012878,435.91717529296875,1515.9083251953125,0.009376704692840576,628.0179443359375,1452.0426025390625,0.19593217968940735,556.0109252929688,1516.0006103515625,0.15949100255966187,2451.810791015625,899.9656982421875,0.7070979475975037,659.9182739257812,1428.0206298828125,0.09218910336494446,2332.009033203125,828.1009521484375,0.05148106813430786,523.9821166992188,1452.02392578125,0.0027941465377807617
3,2324.0068359375,827.951904296875,0.00270959734916687,332.0015869140625,1491.8541259765625,0.0014292597770690918,1979.9940185546875,1500.0235595703125,0.0016767382621765137,2172.0078125,884.0648803710938,0.01085171103477478,2428.00048828125,908.0137329101562,0.07136580348014832,92.00215148925781,1483.994384765625,0.24012255668640137,2460.008544921875,900.0120239257812,0.022937774658203125,668.03125,1436.1005859375,0.02571702003479004,643.902587890625,1516.0748291015625,0.02503836154937744,668.1156616210938,1436.1331787109375,0.3087502121925354,684.0110473632812,1515.9993896484375,0.22037282586097717,684.0370483398438,1396.0078125,0.4377776086330414,363.7354736328125,1420.2686767578125,0.8578249216079712,2347.962890625,1516.025390625,0.007639199495315552,2172.00048828125,883.9909057617188,0.004750967025756836,2156.004150390625,875.9892578125,0.033997684717178345,2396.008544921875,908.0167846679688,0.16566869616508484,2332.003662109375,1508.0081787109375,0.08851289749145508,531.9846801757812,1515.97607421875,0.009106695652008057,628.0116577148438,1452.0499267578125,0.12004309892654419,291.99786376953125,1500.0404052734375,0.14054495096206665,2451.977294921875,899.9718627929688,0.6751718521118164,659.91015625,1428.0452880859375,0.12114343047142029,2171.966064453125,875.9517211914062,0.011597275733947754,2460.024169921875,892.0103149414062,0.014094740152359009
4,2380.01806640625,1516.00830078125,0.0025159120559692383,2347.989990234375,1515.91748046875,0.0014825761318206787,1979.9954833984375,1500.0238037109375,0.0021206438541412354,644.0147094726562,1515.9896240234375,0.008920162916183472,107.95104217529297,1500.361572265625,0.0467052161693573,91.99984741210938,1483.99365234375,0.214272141456604,556.0101928710938,1491.9808349609375,0.010404735803604126,668.0475463867188,1436.043701171875,0.02281990647315979,643.9044189453125,1516.0604248046875,0.02832627296447754,668.1161499023438,1516.1253662109375,0.2888683080673218,684.01953125,1516.0010986328125,0.2761504650115967,684.03564453125,1396.0133056640625,0.4652625620365143,363.7257385253906,1420.273193359375,0.884323239326477,2347.95947265625,1516.04443359375,0.007151186466217041,2172.001220703125,883.9938354492188,0.004712551832199097,2172.0048828125,883.9908447265625,0.03387829661369324,347.9949645996094,1516.0167236328125,0.09149971604347229,2331.999267578125,1508.007568359375,0.07180193066596985,420.0966491699219,1516.01220703125,0.012747377157211304,628.000732421875,1452.0550537109375,0.11203208565711975,291.9843444824219,1500.0435791015625,0.17185640335083008,2428.001953125,900.0164184570312,0.747419536113739,659.8901977539062,1428.050537109375,0.10087543725967407,2171.97119140625,875.9478759765625,0.01198810338973999,2699.984619140625,1324.069091796875,0.0028862953186035156
5,2379.998046875,1516.0013427734375,0.0024557113647460938,2348.015625,1515.995849609375,0.0014865398406982422,1980.033203125,1508.0111083984375,0.0018623769283294678,2172.004150390625,884.05322265625,0.008815884590148926,108.37789154052734,1491.5008544921875,0.04205802083015442,92.00154876708984,1483.9970703125,0.2132468819618225,556.0073852539062,1492.01708984375,0.015457957983016968,668.04736328125,1436.025146484375,0.02581271529197693,643.912109375,1516.04052734375,0.025961995124816895,675.9321899414062,1516.035888671875,0.3172338008880615,684.0167236328125,1516.0003662109375,0.16214308142662048,684.0363159179688,1396.0126953125,0.4627293348312378,363.7707824707031,1420.251708984375,0.8856828212738037,2347.994873046875,1516.0035400390625,0.004758268594741821,2171.998779296875,883.985107421875,0.005875200033187866,2172.00537109375,883.9910888671875,0.03256195783615112,347.99371337890625,1516.0142822265625,0.08042246103286743,2140.00830078125,1508.0174560546875,0.05718851089477539,531.96142578125,1515.978759765625,0.012442082166671753,627.9910278320312,1452.051025390625,0.11719182133674622,540.0151977539062,1516.0089111328125,0.14378321170806885,2412.013427734375,900.0140380859375,0.6037892699241638,659.9105224609375,1428.0435791015625,0.11987695097923279,2171.96875,875.9468383789062,0.012558341026306152,2699.987548828125,1324.062255859375,0.00540509819984436
6,2324.007568359375,827.94775390625,0.002625584602355957,3.9545280933380127,1379.98486328125,0.001107633113861084,4.01194953918457,1387.9993896484375,0.001799941062927246,2172.004150390625,884.0574951171875,0.013135284185409546,108.44881439208984,1491.4520263671875,0.054539889097213745,92.00263977050781,1483.997314453125,0.2220200002193451,555.9981079101562,1492.008544921875,0.015543878078460693,675.9678955078125,1436.017578125,0.022076845169067383,643.9080200195312,1516.05810546875,0.02375131845474243,675.9114379882812,1516.0128173828125,0.2748783230781555,676.2303466796875,1516.2095947265625,0.19032537937164307,684.0370483398438,1396.01806640625,0.43333226442337036,363.73272705078125,1420.2679443359375,0.8672881126403809,2347.98486328125,1516.0242919921875,0.004036456346511841,2172.00244140625,883.9929809570312,0.005006968975067139,2156.00341796875,875.981689453125,0.046699732542037964,347.99371337890625,1516.011474609375,0.07980164885520935,2140.010009765625,1508.017822265625,0.06757217645645142,420.1064147949219,1516.0194091796875,0.010374307632446289,628.0015869140625,1452.05078125,0.12536081671714783,556.0052490234375,1516.0003662109375,0.12584298849105835,2428.00146484375,908.0025634765625,0.304377019405365,659.9463500976562,1428.0302734375,0.14944320917129517,2171.9765625,875.9444580078125,0.015222251415252686,523.987548828125,1452.02978515625,0.002908259630203247
7,2380.051025390625,1516.0084228515625,0.0026940107345581055,2348.019775390625,1515.982177734375,0.0012726783752441406,1979.987548828125,1500.025634765625,0.0018867850303649902,2171.986572265625,875.9735717773438,0.012165695428848267,108.36629486083984,1491.5762939453125,0.04895135760307312,92.00251007080078,1483.9959716796875,0.3169673681259155,556.01513671875,1492.037353515625,0.019353240728378296,675.9176635742188,1436.039794921875,0.037651658058166504,643.8994750976562,1516.0443115234375,0.03171902894973755,668.1097412109375,1436.123046875,0.2811506688594818,540.0254516601562,1499.9964599609375,0.21110433340072632,684.0386962890625,1396.013916015625,0.5081318020820618,363.77001953125,1420.2406005859375,0.9268373250961304,2347.97412109375,1516.041015625,0.004175961017608643,2172.001953125,883.9906005859375,0.004752635955810547,2156.00244140625,875.9832153320312,0.03963673114776611,347.9935607910156,1516.0076904296875,0.054964423179626465,2140.005126953125,1508.0260009765625,0.06094193458557129,427.99468994140625,1515.8677978515625,0.008856087923049927,428.1141662597656,1507.82373046875,0.08278113603591919,540.010986328125,1516.00048828125,0.11736610531806946,2396.009521484375,899.9961547851562,0.09898018836975098,659.924072265625,1428.0654296875,0.10209634900093079,2171.975830078125,875.9400024414062,0.01698356866836548,2699.98828125,1324.06787109375,0.009030520915985107
